1571237323.8932152,0.0
1571237324.271956,0.0
1571237324.4074566,0.0
1571237324.5287147,0.0
1571237324.614283,0.0
1571237324.6786013,0.0
1571237324.76077,0.0
1571237324.8327432,0.0
1571237324.8954496,0.0
1571237324.9614453,0.0
1571237325.0247028,0.0
1571237325.0976205,0.0
1571237325.1633902,0.0
1571237325.2308118,15.9
1571237325.3130982,41.6
1571237325.376725,41.6
1571237325.4363058,41.6
1571237325.494779,41.6
1571237325.5630593,41.6
1571237325.636751,41.6
1571237325.712044,41.6
1571237325.7916477,41.6
1571237325.8984218,41.6
1571237326.0065184,41.6
1571237326.1099691,41.6
1571237326.1768265,41.5
1571237326.2489178,41.5
1571237326.3566523,41.5
1571237326.463884,41.5
1571237326.5300946,41.5
1571237326.5949993,41.5
1571237326.6604912,41.5
1571237326.7272465,41.5
1571237326.8082056,41.5
1571237326.913367,41.5
1571237327.015498,41.4
1571237327.0899315,41.5
1571237327.1889172,41.4
1571237327.277882,41.4
1571237327.3718464,41.5
1571237327.4657223,41.4
1571237327.5597568,41.5
1571237327.653715,41.4
1571237327.747476,41.4
1571237327.8414507,41.4
1571237327.9354486,41.4
1571237328.029269,41.4
1571237328.123189,41.4
1571237328.2171369,41.4
1571237328.3135915,41.4
1571237328.4050617,41.4
1571237328.4990976,41.4
1571237328.5929973,41.4
1571237328.6869385,41.4
1571237328.7806797,41.4
1571237328.8746738,41.4
1571237328.9687073,41.4
1571237329.06246,41.4
1571237329.156339,41.4
1571237329.2502995,41.4
1571237329.3441892,41.4
1571237329.438136,41.4
1571237329.5321333,41.4
1571237329.625905,41.4
1571237329.719935,41.4
1571237329.813896,41.4
1571237329.9076807,41.4
1571237330.001656,41.5
1571237330.0954454,41.5
1571237330.1893964,41.5
1571237330.2831786,41.4
1571237330.3771117,41.4
1571237330.4709508,41.5
1571237330.564898,41.5
1571237330.6587448,41.5
1571237330.7526119,41.5
1571237330.8465378,41.5
1571237330.9404123,41.5
1571237331.034208,41.5
1571237331.1281478,41.5
1571237331.2221613,41.5
1571237331.3159392,41.5
1571237331.409996,41.5
1571237331.5038698,41.5
1571237331.5977135,41.5
1571237331.691609,41.6
