1571236921.368626,0.0
1571236921.61615,0.0
1571236921.681814,0.0
1571236921.7420757,42.9
1571236921.8040602,49.9
1571236921.8667054,49.9
1571236921.928769,49.9
1571236921.9901333,49.9
1571236922.067785,49.9
1571236922.161752,49.9
1571236922.2557063,49.8
1571236922.3497088,49.9
1571236922.4435196,49.9
1571236922.5374835,49.9
1571236922.631331,49.9
1571236922.7253008,49.9
1571236922.8192863,49.9
1571236922.9132307,49.9
1571236923.0071115,49.9
1571236923.112109,49.9
1571236923.1949673,49.9
1571236923.288976,49.9
1571236923.3829315,49.9
1571236923.4769528,49.9
1571236923.5708895,49.9
1571236923.664763,49.9
1571236923.7587366,49.9
1571236923.8527822,49.9
1571236924.0589755,49.9
1571236924.1770236,49.9
1571236924.2932677,49.9
1571236924.4057732,49.9
1571236924.518311,49.8
1571236924.603136,49.9
1571236924.6737983,49.9
1571236924.7446477,49.9
1571236924.8177187,49.8
1571236924.9019487,49.8
1571236924.9741845,49.8
1571236925.0476878,49.8
1571236925.1207693,49.8
1571236925.1937025,49.8
1571236925.2639008,49.8
1571236925.3557475,49.8
1571236925.4497511,49.8
1571236925.563345,49.8
1571236925.6716344,49.8
1571236925.7514193,49.8
1571236925.8256915,49.8
1571236925.9193947,49.8
1571236926.0133488,49.8
1571236926.107372,49.8
1571236926.201261,49.8
1571236926.2952054,49.8
1571236926.38916,49.8
1571236926.4829829,49.8
1571236926.5768988,49.8
1571236926.670773,49.8
1571236926.7647288,49.8
1571236926.858625,49.8
1571236926.9524841,49.8
1571236927.0673437,49.8
1571236927.177411,49.8
1571236927.2854776,49.8
1571236927.3936453,49.8
1571236927.505706,49.8
1571236927.6169498,49.8
1571236927.726233,49.8
1571236927.8373342,49.8
1571236927.946472,49.8
1571236928.0571284,49.8
1571236928.1267498,49.8
1571236928.2034922,49.8
1571236928.2761207,49.8
1571236928.3486943,49.8
1571236928.42295,49.8
1571236928.4961684,49.8
1571236928.5681655,49.8
1571236928.6434648,49.8
1571236928.7374191,49.8
1571236928.8314178,49.8
1571236928.9416726,49.8
1571236929.0534236,49.8
1571236929.1635401,49.8
1571236929.237489,49.8
1571236929.3094697,49.8
1571236929.3953025,49.8
1571236929.4891868,49.8
1571236929.5830839,49.8
1571236929.6928372,49.8
1571236929.8032703,49.8
1571236929.8778765,49.8
1571236929.9586039,49.8
1571236930.0526128,49.8
1571236930.1640027,49.8
1571236930.271646,49.8
1571236930.3787398,49.8
1571236930.4862711,49.8
1571236930.5873678,49.8
1571236930.6643713,49.8
1571236930.7788236,49.7
1571236930.8864088,49.8
1571236930.9867535,49.7
1571236931.0598266,49.8
1571236931.1289322,49.8
1571236931.1998172,49.7
1571236931.2740183,49.7
1571236931.3677778,49.7
1571236931.4798553,49.8
1571236931.5903964,49.7
1571236931.6992843,49.7
1571236931.807583,49.7
1571236931.9150777,49.7
1571236932.0225089,49.7
1571236932.1306593,49.7
1571236932.238055,49.7
1571236932.3452194,49.7
1571236932.4526684,49.7
1571236932.5331442,49.7
1571236932.6055248,49.7
1571236932.6757753,49.7
1571236932.7504776,49.7
1571236932.8244972,49.7
1571236932.8968663,49.7
1571236932.969072,49.7
1571236933.0806618,49.7
1571236933.1873982,49.7
1571236933.2946498,49.7
1571236933.402141,49.7
1571236933.5107563,49.7
1571236933.6191394,49.7
1571236933.7270386,49.7
1571236933.804315,49.7
1571236933.8784013,49.7
1571236933.9505816,49.7
1571236934.0252194,49.7
1571236934.1049469,49.7
1571236934.18663,49.7
1571236934.2805946,49.6
1571236934.3744133,49.7
1571236934.483446,49.7
1571236934.591311,49.7
1571236934.6997697,49.6
1571236934.806693,49.6
1571236934.885537,49.7
1571236934.9564822,49.6
1571236935.033188,49.6
1571236935.1260583,49.6
1571236935.2347372,49.6
1571236935.345222,49.6
1571236935.4537067,49.6
1571236935.5613298,49.6
1571236935.6691551,49.6
1571236935.7762673,49.6
1571236935.8870485,49.6
1571236935.996357,49.6
1571236936.1060708,49.6
1571236936.2130685,49.6
1571236936.3222334,49.6
1571236936.4296331,49.6
1571236936.5396914,49.6
1571236936.6471276,49.6
1571236936.7544396,49.6
1571236936.8619075,49.6
1571236936.969535,49.6
1571236937.0419724,49.6
1571236937.1203473,49.6
1571236937.197611,49.6
1571236937.2689896,49.6
1571236937.3417976,49.6
1571236937.4207778,49.6
1571236937.4978495,49.6
1571236937.5707908,49.6
1571236937.6433475,49.6
1571236937.7142506,49.5
1571236937.78475,49.5
1571236937.8587968,49.5
1571236937.9439278,49.5
1571236938.0378685,49.6
1571236938.150054,49.5
1571236938.259225,49.5
1571236938.3706567,49.5
1571236938.4800844,49.5
1571236938.5901055,49.5
1571236938.6969998,49.5
1571236938.8042417,49.5
1571236938.911415,49.5
1571236939.0197077,49.5
1571236939.1295784,49.5
1571236939.2373664,49.5
1571236939.3448143,49.5
1571236939.4522207,49.5
1571236939.5599177,49.5
1571236939.6674018,49.5
1571236939.7744,49.5
1571236939.8848069,49.5
1571236939.995483,49.5
1571236940.0670493,49.5
1571236940.1425123,49.5
1571236940.2205472,49.5
1571236940.299144,49.4
1571236940.371704,49.4
1571236940.4459112,49.4
1571236940.519285,49.4
1571236940.5923476,49.4
1571236940.6614275,49.4
1571236940.7330406,49.4
1571236940.8044586,49.4
1571236940.875631,49.4
1571236940.9504702,49.4
1571236941.0442715,49.4
1571236941.1611333,49.4
