1572445245.9277973,0.0,80,80.0
1572445246.1556325,0.0,80,80.0
1572445246.1938732,0.0,80,80.0
1572445246.2308574,0.0,80,80.0
1572445246.2693033,0.0,80,80.0
1572445246.3195202,0.0,80,80.0
1572445246.4133139,0.0,80,80.0
1572445246.5070682,0.0,80,80.0
1572445246.600717,36.3,80,43.7
1572445246.6944716,47.4,80,32.6
1572445246.7882185,47.4,80,32.6
1572445246.8818467,47.4,80,32.6
1572445246.9756556,47.4,80,32.6
1572445247.069372,47.3,80,32.7
1572445247.1630101,47.3,80,32.7
1572445247.2567158,47.4,80,32.6
1572445247.3504384,47.3,80,32.7
1572445247.444044,47.3,80,32.7
1572445247.5378196,47.4,80,32.6
1572445247.6314476,47.3,80,32.7
1572445247.7251356,47.3,80,32.7
1572445247.8188248,47.3,80,32.7
1572445247.9124,47.3,80,32.7
1572445248.0060866,47.3,80,32.7
1572445248.0998833,47.3,80,32.7
1572445248.1935902,47.2,80,32.8
1572445248.2873926,47.3,80,32.7
1572445248.3811684,47.2,80,32.8
1572445248.4748986,47.2,80,32.8
1572445248.5687025,47.2,80,32.8
1572445248.6625009,47.2,80,32.8
1572445248.7561755,47.2,80,32.8
1572445248.849894,47.2,80,32.8
1572445248.9437287,47.2,80,32.8
1572445249.0374217,47.2,80,32.8
1572445249.131222,47.2,80,32.8
1572445249.2250042,47.2,80,32.8
1572445249.3187253,47.2,80,32.8
1572445249.412472,47.2,80,32.8
1572445249.5061839,47.2,80,32.8
1572445249.5998316,47.2,80,32.8
1572445249.6937034,47.1,80,32.9
1572445249.7874217,47.1,80,32.9
1572445249.8811028,47.1,80,32.9
1572445249.9748757,47.2,80,32.8
1572445250.0687068,47.1,80,32.9
1572445250.16234,47.1,80,32.9
1572445250.2561116,47.1,80,32.9
1572445250.3499122,47.1,80,32.9
1572445250.4436123,47.1,80,32.9
1572445250.5374184,47.1,80,32.9
1572445250.6312006,47.1,80,32.9
1572445250.7248745,47.1,80,32.9
1572445250.818624,47.1,80,32.9
1572445250.9123025,47.1,80,32.9
1572445251.0061016,47.1,80,32.9
1572445251.0998535,47.1,80,32.9
1572445251.1935449,47.1,80,32.9
1572445251.287268,47.1,80,32.9
1572445251.3810496,47.1,80,32.9
1572445251.4747975,47.1,80,32.9
1572445251.5685134,47.1,80,32.9
1572445251.662306,47.1,80,32.9
1572445251.7559025,47.1,80,32.9
1572445251.8497188,47.1,80,32.9
1572445251.943492,47.1,80,32.9
1572445252.0372226,47.1,80,32.9
1572445252.130943,47.1,80,32.9
1572445252.2247202,47.0,80,33.0
1572445252.3183806,47.1,80,32.9
1572445252.4122279,47.0,80,33.0
1572445252.5060074,47.0,80,33.0
1572445252.5996537,47.1,80,32.9
1572445252.693315,47.0,80,33.0
1572445252.78709,47.0,80,33.0
1572445252.8807259,47.0,80,33.0
1572445252.9744017,47.0,80,33.0
1572445253.0681436,47.0,80,33.0
1572445253.1619112,47.0,80,33.0
1572445253.255629,47.1,80,32.9
1572445253.3493574,47.0,80,33.0
1572445253.4429858,47.1,80,32.9
1572445253.5367205,47.0,80,33.0
1572445253.6305697,47.0,80,33.0
1572445253.724443,47.0,80,33.0
1572445253.817978,47.1,80,32.9
1572445253.9117064,47.0,80,33.0
1572445254.0053883,47.0,80,33.0
1572445254.0990572,47.1,80,32.9
1572445254.1928818,47.0,80,33.0
1572445254.2866373,47.1,80,32.9
1572445254.3804102,47.0,80,33.0
1572445254.4740803,47.0,80,33.0
1572445254.5678937,47.1,80,32.9
1572445254.6616478,47.0,80,33.0
1572445254.7552223,47.0,80,33.0
1572445254.8490095,47.1,80,32.9
1572445254.9429111,47.0,80,33.0
1572445255.0365021,47.0,80,33.0
1572445255.1302097,47.1,80,32.9
1572445255.223966,47.1,80,32.9
1572445255.3175886,47.1,80,32.9
1572445255.411291,47.1,80,32.9
1572445255.5050488,47.1,80,32.9
1572445255.598666,47.0,80,33.0
1572445255.692485,47.0,80,33.0
1572445255.7862577,47.1,80,32.9
1572445255.8799343,47.0,80,33.0
1572445255.9736853,47.1,80,32.9
1572445256.0674236,47.1,80,32.9
1572445256.1611285,47.1,80,32.9
1572445256.2549498,47.1,80,32.9
1572445256.348677,47.1,80,32.9
1572445256.442355,47.1,80,32.9
1572445256.5361035,47.1,80,32.9
1572445256.6301384,47.1,80,32.9
1572445256.723579,47.1,80,32.9
1572445256.8173425,47.1,80,32.9
1572445256.9110653,47.1,80,32.9
1572445257.0047987,47.1,80,32.9
1572445257.0989413,47.1,80,32.9
1572445257.1924212,47.1,80,32.9
1572445257.2860014,47.1,80,32.9
1572445257.3797832,47.1,80,32.9
1572445257.4734635,47.1,80,32.9
1572445257.5672405,47.1,80,32.9
1572445257.6609998,47.1,80,32.9
1572445257.7546418,47.1,80,32.9
1572445257.848364,47.1,80,32.9
1572445257.9420738,47.1,80,32.9
1572445258.0357518,47.1,80,32.9
1572445258.1295311,47.1,80,32.9
1572445258.2232845,47.1,80,32.9
1572445258.3170366,47.1,80,32.9
1572445258.410712,47.1,80,32.9
1572445258.5044487,47.2,80,32.8
1572445258.598113,47.1,80,32.9
1572445258.691872,47.2,80,32.8
1572445258.7856002,47.2,80,32.8
1572445258.879254,47.2,80,32.8
1572445258.9730406,47.2,80,32.8
1572445259.066653,47.2,80,32.8
1572445259.1602442,47.2,80,32.8
1572445259.2540414,47.3,80,32.7
1572445259.3477345,47.2,80,32.8
1572445259.441391,47.3,80,32.7
1572445259.5350966,47.3,80,32.7
1572445259.6288717,47.3,80,32.7
1572445259.7225337,47.3,80,32.7
1572445259.8163164,47.3,80,32.7
1572445259.910059,47.3,80,32.7
1572445260.0037086,47.3,80,32.7
1572445260.0974655,47.3,80,32.7
1572445260.1913466,47.4,80,32.6
1572445260.2850816,47.4,80,32.6
1572445260.3788,47.4,80,32.6
1572445260.472552,47.4,80,32.6
1572445260.5662262,47.4,80,32.6
1572445260.6601048,47.4,80,32.6
1572445260.7538111,47.4,80,32.6
1572445260.8476255,47.5,80,32.5
1572445260.9414225,47.5,80,32.5
1572445261.035093,47.5,80,32.5
1572445261.128841,47.5,80,32.5
1572445261.2226236,47.4,80,32.6
1572445261.3163185,47.6,80,32.4
1572445261.4101143,47.5,80,32.5
1572445261.5038369,47.6,80,32.4
1572445261.5975618,47.6,80,32.4
1572445261.6919696,47.6,80,32.4
1572445261.784976,47.6,80,32.4
1572445261.878648,47.6,80,32.4
1572445261.9724321,47.6,80,32.4
1572445262.0662484,47.6,80,32.4
1572445262.1599298,47.7,80,32.3
1572445262.2537808,47.6,80,32.4
1572445262.347633,47.6,80,32.4
1572445262.4414692,47.7,80,32.3
1572445262.5352871,47.7,80,32.3
1572445262.629136,47.7,80,32.3
1572445262.722897,47.7,80,32.3
1572445262.8167262,47.7,80,32.3
1572445262.9105504,47.8,80,32.2
1572445263.0043478,47.7,80,32.3
1572445263.09816,47.8,80,32.2
1572445263.1919365,47.8,80,32.2
1572445263.2856421,47.8,80,32.2
1572445263.3794188,47.8,80,32.2
1572445263.4732218,47.8,80,32.2
1572445263.5669503,47.8,80,32.2
1572445263.660752,47.8,80,32.2
1572445263.7545116,47.9,80,32.1
1572445263.848237,47.8,80,32.2
1572445263.941931,47.8,80,32.2
1572445264.0356426,47.9,80,32.1
1572445264.129411,47.9,80,32.1
1572445264.2231693,47.9,80,32.1
1572445264.316844,47.9,80,32.1
1572445264.410625,47.9,80,32.1
1572445264.5043955,47.9,80,32.1
1572445264.5980294,47.9,80,32.1
1572445264.6918585,47.9,80,32.1
1572445264.7856638,47.9,80,32.1
1572445264.8792894,47.9,80,32.1
1572445264.9730165,47.9,80,32.1
1572445265.0667362,47.9,80,32.1
1572445265.160451,47.9,80,32.1
1572445265.254229,47.9,80,32.1
1572445265.3480246,47.9,80,32.1
1572445265.4417074,47.9,80,32.1
1572445265.5355108,47.9,80,32.1
1572445265.6293056,47.9,80,32.1
1572445265.7229266,47.9,80,32.1
1572445265.816715,47.9,80,32.1
1572445265.9105544,47.9,80,32.1
1572445266.004204,47.9,80,32.1
1572445266.0979843,47.9,80,32.1
1572445266.1916687,48.0,80,32.0
1572445266.2853599,47.9,80,32.1
1572445266.3791337,47.9,80,32.1
1572445266.4728875,48.0,80,32.0
1572445266.5666466,47.9,80,32.1
1572445266.6604095,48.0,80,32.0
1572445266.7541206,48.0,80,32.0
1572445266.847748,48.0,80,32.0
1572445266.9415076,48.0,80,32.0
1572445267.0352824,48.0,80,32.0
1572445267.1288242,48.0,80,32.0
1572445267.2225635,48.0,80,32.0
1572445267.3161876,48.0,80,32.0
1572445267.410016,48.0,80,32.0
1572445267.503836,48.0,80,32.0
1572445267.5974743,48.0,80,32.0
1572445267.6913023,48.0,80,32.0
1572445267.785006,48.0,80,32.0
1572445267.8786926,48.0,80,32.0
1572445267.9724448,48.0,80,32.0
1572445268.066257,48.0,80,32.0
1572445268.1599417,48.0,80,32.0
1572445268.2537222,48.0,80,32.0
1572445268.3475773,48.0,80,32.0
1572445268.44133,48.0,80,32.0
1572445268.5351288,48.0,80,32.0
1572445268.6289568,48.0,80,32.0
1572445268.7226613,48.0,80,32.0
1572445268.8164003,48.0,80,32.0
1572445268.9100883,48.0,80,32.0
1572445269.003774,48.0,80,32.0
1572445269.097471,48.0,80,32.0
1572445269.1914105,48.1,80,31.9
1572445269.2850132,48.0,80,32.0
1572445269.3787527,48.0,80,32.0
1572445269.4725835,48.1,80,31.9
1572445269.5662594,48.1,80,31.9
1572445269.6600878,48.1,80,31.9
1572445269.753897,48.1,80,31.9
1572445269.8475983,48.1,80,31.9
1572445269.9415119,48.2,80,31.799999999999997
1572445270.0354464,48.2,80,31.799999999999997
1572445270.1291242,48.1,80,31.9
1572445270.2228448,48.2,80,31.799999999999997
1572445270.316723,48.2,80,31.799999999999997
1572445270.4103851,48.3,80,31.700000000000003
1572445270.5040429,48.2,80,31.799999999999997
1572445270.5976992,48.3,80,31.700000000000003
1572445270.6914194,48.3,80,31.700000000000003
1572445270.7851553,48.3,80,31.700000000000003
1572445270.8787758,48.3,80,31.700000000000003
1572445270.9725056,48.3,80,31.700000000000003
1572445271.0662777,48.4,80,31.6
1572445271.1599185,48.4,80,31.6
1572445271.2536442,48.4,80,31.6
1572445271.347469,48.5,80,31.5
1572445271.4410124,48.5,80,31.5
1572445271.534784,48.5,80,31.5
1572445271.6287737,48.5,80,31.5
1572445271.7221718,48.5,80,31.5
1572445271.8158722,48.6,80,31.4
1572445271.9095817,48.6,80,31.4
1572445272.00332,48.6,80,31.4
1572445272.0970626,48.6,80,31.4
1572445272.1907947,48.6,80,31.4
1572445272.2845619,48.7,80,31.299999999999997
1572445272.3782744,48.7,80,31.299999999999997
1572445272.4721336,48.7,80,31.299999999999997
1572445272.5657063,48.7,80,31.299999999999997
1572445272.659488,48.7,80,31.299999999999997
1572445272.7532606,48.8,80,31.200000000000003
1572445272.8469338,48.8,80,31.200000000000003
1572445272.9407487,48.8,80,31.200000000000003
1572445273.0345993,48.8,80,31.200000000000003
1572445273.1283453,48.8,80,31.200000000000003
1572445273.222061,48.8,80,31.200000000000003
1572445273.3159573,48.9,80,31.1
1572445273.409706,48.9,80,31.1
1572445273.5036533,48.9,80,31.1
1572445273.597488,48.9,80,31.1
1572445273.6912003,48.9,80,31.1
1572445273.7850025,48.9,80,31.1
1572445273.878738,48.9,80,31.1
1572445273.9725294,48.9,80,31.1
1572445274.0664337,48.9,80,31.1
1572445274.1601367,48.9,80,31.1
1572445274.2539825,48.9,80,31.1
1572445274.34781,48.9,80,31.1
1572445274.4416385,48.9,80,31.1
1572445274.535568,49.0,80,31.0
1572445274.6298285,48.9,80,31.1
1572445274.7231574,48.9,80,31.1
1572445274.8169227,49.0,80,31.0
1572445274.9107,49.0,80,31.0
1572445275.0043707,49.0,80,31.0
1572445275.0981324,49.0,80,31.0
1572445275.1919584,49.0,80,31.0
1572445275.28567,49.0,80,31.0
1572445275.379548,49.0,80,31.0
1572445275.4733715,49.0,80,31.0
1572445275.567106,49.0,80,31.0
1572445275.6608977,49.0,80,31.0
1572445275.754755,49.0,80,31.0
1572445275.848557,49.0,80,31.0
1572445275.942363,49.0,80,31.0
1572445276.0362427,49.1,80,30.9
1572445276.1310108,49.0,80,31.0
1572445276.2237008,49.1,80,30.9
1572445276.3175688,49.1,80,30.9
1572445276.4111984,49.1,80,30.9
1572445276.5050247,49.1,80,30.9
1572445276.5988014,49.1,80,30.9
1572445276.692486,49.1,80,30.9
1572445276.7862072,49.2,80,30.799999999999997
1572445276.8799653,49.2,80,30.799999999999997
1572445276.973588,49.2,80,30.799999999999997
1572445277.0673018,49.2,80,30.799999999999997
1572445277.1609464,49.3,80,30.700000000000003
1572445277.2546458,49.3,80,30.700000000000003
1572445277.348421,49.3,80,30.700000000000003
1572445277.4420786,49.3,80,30.700000000000003
1572445277.535805,49.3,80,30.700000000000003
1572445277.6296058,49.4,80,30.6
1572445277.723167,49.4,80,30.6
1572445277.8169897,49.4,80,30.6
1572445277.9107716,49.5,80,30.5
1572445278.0045137,49.5,80,30.5
1572445278.098258,49.5,80,30.5
1572445278.192078,49.5,80,30.5
1572445278.285706,49.5,80,30.5
1572445278.3794572,49.6,80,30.4
1572445278.4731863,49.6,80,30.4
1572445278.5668154,49.6,80,30.4
1572445278.6606405,49.6,80,30.4
1572445278.7543705,49.7,80,30.299999999999997
1572445278.8480225,49.7,80,30.299999999999997
1572445278.9417524,49.7,80,30.299999999999997
1572445279.0354774,49.7,80,30.299999999999997
1572445279.129163,49.8,80,30.200000000000003
1572445279.222999,49.8,80,30.200000000000003
1572445279.3165393,49.8,80,30.200000000000003
1572445279.4101868,49.8,80,30.200000000000003
1572445279.5038958,49.8,80,30.200000000000003
1572445279.5976858,49.8,80,30.200000000000003
1572445279.6913264,49.8,80,30.200000000000003
1572445279.7851067,49.9,80,30.1
1572445279.8789985,49.9,80,30.1
1572445279.9726827,49.9,80,30.1
1572445280.066425,49.9,80,30.1
1572445280.1604054,49.9,80,30.1
1572445280.2538984,49.9,80,30.1
1572445280.3476956,49.9,80,30.1
1572445280.4413788,49.9,80,30.1
1572445280.5351567,49.9,80,30.1
1572445280.6289835,49.9,80,30.1
1572445280.7226057,49.9,80,30.1
1572445280.8164482,49.9,80,30.1
1572445280.9102352,49.9,80,30.1
1572445281.0038793,49.9,80,30.1
1572445281.097717,49.9,80,30.1
1572445281.191525,49.9,80,30.1
1572445281.285176,49.9,80,30.1
1572445281.379081,49.9,80,30.1
1572445281.4727995,49.9,80,30.1
1572445281.56628,50.0,80,30.0
1572445281.6601098,49.9,80,30.1
1572445281.7538447,50.0,80,30.0
1572445281.8475678,50.0,80,30.0
1572445281.9413223,50.0,80,30.0
1572445282.0350678,50.0,80,30.0
1572445282.1287947,50.0,80,30.0
1572445282.2225711,50.0,80,30.0
1572445282.3163338,50.0,80,30.0
1572445282.409974,50.0,80,30.0
1572445282.5036886,50.0,80,30.0
1572445282.597359,50.0,80,30.0
1572445282.6909852,50.0,80,30.0
1572445282.7847674,50.0,80,30.0
1572445282.878513,50.0,80,30.0
1572445282.972156,50.0,80,30.0
1572445283.0658894,50.0,80,30.0
1572445283.1596022,50.0,80,30.0
1572445283.2532868,50.0,80,30.0
1572445283.3470929,50.0,80,30.0
1572445283.4409268,50.0,80,30.0
1572445283.5345714,50.0,80,30.0
1572445283.6283643,50.0,80,30.0
1572445283.7219627,50.0,80,30.0
1572445283.815687,50.0,80,30.0
1572445283.9093888,50.0,80,30.0
1572445284.0030904,50.0,80,30.0
